id,hook,title,for,cat,link,comentarios,thumb
ig-DIPLq5XR38r,,What Im imagining when I listen to music. How,vocalist/rapper,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DIPLq5XR38r/?igsh=c2xhdGdyNjdueHFz,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/582db01084dd8a9255f785c29b80a414479697e2.jpg
ig-DOYYGkvCmTb,The moment an IPhone alarm goes off during PinkPantheress Concert,PinkPantheress made her debut on NPRs long-running Tiny Desk,vocalist/rapper,"vibes, performance, transition hook, educational",https://www.instagram.com/reel/DOYYGkvCmTb/?igsh=MTFuMDlxc2psY3hjMA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/94496a2cd3f17ac5c05eabe3b0bc917783c96b38.jpg
ig-DMZcCRhOXVP,What is bro listening to 💀,Sorry officer,vocalist/rapper,"performance, transition hook, relatable, vibes",https://www.instagram.com/reel/DMZcCRhOXVP/?igsh=andsYWp6YnkxMjJu,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/06c972bf5dac6ab63ba9b6b8c08395ea886e79ee.jpg
ig-DNtZ-zjXD-3,,Bustamove freestyle @jerseyyjoe,bailarines,"vibes, performance, transition hook",https://www.instagram.com/reel/DNtZ-zjXD-3/?igsh=MTN0bTMwMndtbTVq,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/e5af1b251a26a4b25d81298c6adbbb9bca660a7f.jpg
ig-DN-6ovhCipe,Metal breakdown without distortion,Taste like fries without salt Song name: Race War,musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DN-6ovhCipe/?igsh=MWFnZWt1cjQ1cjUyag==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/5bfd1a05bc6bd9ec1010df6111d263887869b15c.jpg
ig-DH4Mcz4iw39,,"OUT NOW! GN SQUAD, WE ONCE AGAIN RETVRN TO",musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DH4Mcz4iw39/?igsh=MXNsNWNiYTdkeDgxdg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/a148d62521f939d5c439204f7bb622309e502fbd.jpg
ig-DIMJeozONIi,"When you trying to find which cable is loose,but you forgot to turn Down your amp volume",Make sure your distortion pedals are in bypass as,musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DIMJeozONIi/?igsh=MXBmajA5MXRlNmFreg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/8482613cea98f3edffebb7747c6628b807117d94.jpg
ig-DHbaNH4tjeb,,Currently recording so many demos guys stay tuned,vocalist/rapper,"vibes, performance, transition hook",https://www.instagram.com/reel/DHbaNH4tjeb/?igsh=MWxsaHYzc2dzbGlrNA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/cc8e49b1f68e95473fbd58f8b566d3a6d54f37d5.jpg
ig-DHt7m--Bt03,,Day 17 | Perfect gym music Song - BABYDOLL,vocalist/rapper,"performance, educational, transition hook, vibes",https://www.instagram.com/reel/DHt7m--Bt03/?igsh=MWE5NDRiMXVpa3Bocg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/28a4825fdb083bbdd223e17431f88ccfdde341a7.jpg
ig-DLknKjSgLM4,,Been too long since I've shared new music with,vocalist/rapper,"performance, educational, transition hook, relatable",https://www.instagram.com/reel/DLknKjSgLM4/?igsh=N2c4OWtlOTl0Mnlp,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/035796a9c2c3044f32eb3d1c24aff3ad239558d0.jpg
ig-DHXiJ-wRtGb,,Ah to I. Lol @nelo_trinidad,dj,"vibes, performance, educational",https://www.instagram.com/reel/DHXiJ-wRtGb/?igsh=bHY4bmNvb2dveHhy,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/fc7989008d98457859654a22444d71f5f7c4ddc2.jpg
ig-DOJg-GJkdw3,Bro had to bring this dance break,Reaction · Vibes · Performance,bailarines,"reaction, vibes, performance",https://www.instagram.com/reel/DOJg-GJkdw3/?igsh=MXF0cHBvN3RlbWkxMw==,,
ig-DLDS0C8SP2a,,R&B Summer Blap,,"performance, educational, transition hook, storytelling",https://www.instagram.com/reel/DLDS0C8SP2a/?igsh=czlrMm83cDVpZWx5,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b5818d16a23efe0d662d1ff9f8a9518548fa7c71.jpg
ig-DJ7NZckxDDZ,La otra vez estaba cambiando por la calle,S entendemos por qu,vocalist/rapper,"performance, transition hook, vibes, relatable",https://www.instagram.com/reel/DJ7NZckxDDZ/?igsh=MTh2NTYyZ25pN3B3Zg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/f21e97dda0a1b174d4f88a7d390a2b344e9d5ac0.jpg
ig-DMy__HuRxtA,,Swag me out : @companyfam : @vibrvncy : @solepreme_ig,bailarines,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DMy__HuRxtA/?igsh=MXZldzQ2eXVqZzFlbg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/33cdbb16be40ef8f58510df37dc6615154e8ef67.jpg
ig-DOTAtzPia-J,,Who team can this sync???,bailarines,"vibes, performance, transition hook",https://www.instagram.com/reel/DOTAtzPia-J/?igsh=cWlnZGM5NDVyNTY=,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/78642b84647f9c3933c239ac92feb9643e014b16.jpg
ig-DNvsrFmYpnR,"Neo-Soul Stoop, Sesión en Brooklin",Big love to @thesoapboxpresents for bringing their Neo-Soul Stoop,musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DNvsrFmYpnR/?igsh=MWtrbWh4ZTVxaG1uaQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b943e2d96a5004349d7502faba00835d742952f3.jpg
ig-DM225mVSGkx,,HANDS OFF GABRIELA Using DST 152 from @donnermusic_official Sweater,musician/band,"performance, vibes, storytelling",https://www.instagram.com/reel/DM225mVSGkx/?igsh=dm0xN2hsNWc1bm90,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b7d640194f1348331d7c7b2953d1628726d070c2.jpg
ig-DGoUb-FyI83,Sin hook,how we feeling on this one ?,,"performance, transition hook, vibes, relatable",https://www.instagram.com/reel/DGoUb-FyI83/?igsh=MXZnMTAwYWhuazZ5bQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/45b5f3c0201252bb75a3c1e2fbfdd4aaaac8ece3.jpg
ig-DLCeBzczMFV,,@ryu_f_tk @superken2006 @souma_a.k.a_phantom @eeeee_ta @kiriki_dance,bailarines,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DLCeBzczMFV/?igsh=ajZtZHIwZWl4NjNv,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/e7799e4c8eaad9921350476b26f221873e41941f.jpg
ig-DOMCgK1jkSH,,Vibes · Performance · Transition Hook · Relatable,bailarines,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DOMCgK1jkSH/?igsh=ZTNoODNlNmd5MWhq,,
ig-DMYKF9MoidJ,POV: Your playing at one of the coolest clubs in the world,I love my job so much and cant get,dj,"performance, educational, vibes, transition hook",https://www.instagram.com/reel/DMYKF9MoidJ/?igsh=eWpjZnNhMThjcnNi,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/3e4dfa31404e403243facb60be0d918dda758911.jpg
ig-DJPMVTGtRfF,Right Band vs Left hand,Hands are supposed to be on the same team,musician/band,"vibes, performance, relatable",https://www.instagram.com/reel/DJPMVTGtRfF/?igsh=OXQ2emhoOHdhYWN5,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/59e25a6a4c78cf251a2b58c89f0bf8ae7af141ff.jpg
ig-DHtyIJCzqC-,,SHOULD WE DROP?!? THIS IS WEST COAST CHRISTIAN R&B,producer,"vibes, performance, educational",https://www.instagram.com/reel/DHtyIJCzqC-/?igsh=M2hoaXZrMGFrcHds,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b9edd91bc7ca3a4146f2c23aeb992aae52ce399a.jpg
ig-DOMO02BjqdV,"Be ready in 5, Me in mins later",Trust the process,bailarines,"vibes, performance, transition hook",https://www.instagram.com/reel/DOMO02BjqdV/?igsh=YW5jenI2d29pbmtn,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/53fb99d87ae8efbcc0a597a2dbde3d78bd9263f2.jpg
ig-DOE8pH7kTAc,,PORFINNN The Beat SALE ESTE VIERNES!,dj,"performance, educational, vibes, storytelling",https://www.instagram.com/reel/DOE8pH7kTAc/?igsh=Y3dhdTBycHZwdXhz,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/ff4ad9f34dc9a219a5421ccc596444eb18b5b4b5.jpg
ig-DLcwbkTAIfb,,old friends - @pinegroveband ..with our old friend @evanhoner,,"performance, storytelling, about me, vibes",https://www.instagram.com/reel/DLcwbkTAIfb/?igsh=MTAyZjBwaDNkaTZv,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/e94644346a3e1f5ba883ba422a453a3e79d5272e.jpg
ig-C9yI6MHsXYQ,,Yo Quera (cover) - @cristiancastro Que lindo se ve,vocalist/rapper,"vibes, performance, transition hook",https://www.instagram.com/reel/C9yI6MHsXYQ/?igsh=MTkyMDZ2dHAxampwaA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/831ca9fe9055d23169881de2951cc5f5db6de90b.jpg
ig-DIzC6UJojFT,,Welchen Song hrt ihr in Dauerschleife?,vocalist/rapper,"vibes, performance, transition hook",https://www.instagram.com/reel/DIzC6UJojFT/?igsh=MXU4b3d4bnZqMDlsbw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/32ff2a9eb8e914e43ef4524a26c75a65e9e74200.jpg
ig-C7VIaAsMixo,,Dime Quin. Video oficial ya disponible.,,"performance, vibes, transition hook, educational",https://www.instagram.com/reel/C7VIaAsMixo/?igsh=dDJ1MGJzbjE1bG4w,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/f70164099066bc1c869285ff8776e4018e504c4e.jpg
ig-DK5ZFP4RH4J,,still into you - paramore,vocalist/rapper,"vibes, performance, transition hook",https://www.instagram.com/reel/DK5ZFP4RH4J/?igsh=MW1tbG9xMHdrenlsdw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/630d23b52d2da1e2f0dd2b0f39e1cca4677ee5da.jpg
ig-DIHCRoDo_hh,,another @gims cover,vocalist/rapper,"performance, vibes, transition hook",https://www.instagram.com/reel/DIHCRoDo_hh/?igsh=MTgxNmF1M29zd2w1bw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b398f7a459400adfbf86fafaba053b9b36e5a626.jpg
ig-DL86iRcyp0O,,Saja boys Your idol,bailarines,"vibes, transition hook, performance",https://www.instagram.com/reel/DL86iRcyp0O/?igsh=ZHZuNG9icDJoM3N1,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/fae9c899debc0d63bd95bb3eb4d54bcb9e5ae7ec.jpg
ig-DHrdQh0sRd_,,Take me on a field trip Choreo: me Song:,bailarines,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DHrdQh0sRd_/?igsh=MWh3Z2dnb2FocnI3dg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/e41eb743abdbb2488bb995468b6bf0ee96c18534.jpg
ig-DKQaB6AOO5f,,A puro dolor,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DKQaB6AOO5f/?igsh=djFqcDA1ajU1Mzdx,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/1d9d48ce56b28e1a62193cf1dea0b6c3bff7ee51.jpg
ig-DJ5BgUTqcne,,"Footwork with the bros, This one was so much",bailarines,"vibes, performance, transition hook",https://www.instagram.com/reel/DJ5BgUTqcne/?igsh=NTVtaWliMzUyZHgy,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/692043f57960afd7d758af06a2b36a80edeb0745.jpg
ig-DJcuZ-vRcom,,Forget me nots,bailarines,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DJcuZ-vRcom/?igsh=MWpmNW1xOWJ5YWl3aQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/233afb6b524be49e9a34298e23d1f61f8a1d12b3.jpg
ig-DLyD8UIBDJo,,Ballin fr,bailarines,"vibes, performance, transition hook",https://www.instagram.com/reel/DLyD8UIBDJo/?igsh=MXVseXQxYnVuaDd6bA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/830edc0994dfa774337361c027abca59836479cb.jpg
ig-DItWn1pTJJP,,dc @sona.stage,bailarines,"vibes, performance, transition hook",https://www.instagram.com/reel/DItWn1pTJJP/?igsh=MWZwbGt0ZnJzb2h0cA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/aa513e84290ff1debe5d457b6e27f290816c0302.jpg
ig-DMGmBhpTzV0,,Dancing this with @brookexstarce We out here spreading good,bailarines,"vibes, performance, transition hook",https://www.instagram.com/reel/DMGmBhpTzV0/?igsh=MXE1eHFrMnYzNDVsaQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/3b686a14ca4b5c2359251c5b898fbb6fc739c6f2.jpg
ig-DKiX_8iAv1P,,Dc @_tim.zz,bailarines,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DKiX_8iAv1P/?igsh=bmpiMXZxdHk3a2Ux,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/f09620081e2d6e52932d81687cca922ad41728ce.jpg
ig-DI1xGFDC3xi,,Meow @imkris.k & @kirstya_k @dance_centre_mdcnrg,bailarines,"vibes, performance, relatable, transition hook",https://www.instagram.com/reel/DI1xGFDC3xi/?igsh=Y3cyaTNoMDhjaHh5,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/06993d39358f36bfd2c0ae4d15a1231de57b155f.jpg
ig-DKvFAyxRwFt,,Early rough draft of our goblin video! What song,bailarines,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DKvFAyxRwFt/?igsh=MWFkbjh2N2dpNDdi,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b96669844b20329da9b152dfc477e15970ebc56f.jpg
ig-DH6gDCtSeHE,,Got a bunch of new music coming out soon!!,musician/band,"performance, vibes, storytelling",https://www.instagram.com/reel/DH6gDCtSeHE/?igsh=MXhlMms5OG1zenpzNw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/1c613757527658e697dafd945d399e9564dc44a2.jpg
ig-DHO7pgVyfOd,,A million dreams _______________,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DHO7pgVyfOd/?igsh=a20xYjkwN2hyc3B3,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/9fe87c45fd2be3b590f0195c03d2b9e411bc3f77.jpg
ig-DJHk80KPBIS,,Great Wall of Human . Choreographing with @elektrobotz was,bailarines,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DJHk80KPBIS/?igsh=eHJ4M2Y1YjhseDYz,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/5b26e184fde6cc1793273ac8ba836c641ee5ba85.jpg
ig-DOL8H7pkQQk,,But I think they call this love,vocalist/rapper,"performance, educational, transition hook, vibes",https://www.instagram.com/reel/DOL8H7pkQQk/?igsh=M3RuMGtmd2d0ejhh,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/0c663852f60d9c91e1ac7d3c7d0171ffd03fe9ad.jpg
ig-DHdnbJ6y2es,,Love @kendricklamar,bailarines,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DHdnbJ6y2es/?igsh=cjg4b3RkdWdlZ2Nk,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/9e955de74c7d570fa10601134b8049975b05e722.jpg
ig-DOHtLNjD2O_,When you party over Harmony build up,wait til the end.. its worth it lol tag,vocalist/rapper,"performance, vibes, relatable, transition hook",https://www.instagram.com/reel/DOHtLNjD2O_/?igsh=dGoweHg2aHY4ZXQ3,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/d98db499d62d6cac8b064780a99a1097098ddf10.jpg
ig-DNGZWg4xLTR,,WANTCHU - @keshi . . . .,musician/band,"performance, storytelling, vibes",https://www.instagram.com/reel/DNGZWg4xLTR/?igsh=dmJrbmpja3c1aHJh,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/9e63fcc3e69ba6aa4a930c1096172dbd6c86b167.jpg
ig-DIESZd0PVJi,,Had to remove a word lyrics are weird asf,musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DIESZd0PVJi/?igsh=ZGgybXdzN2FrenNt,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/aa269cbfda09ae22afa7d53487b3ece7ce70412c.jpg
ig-DIzzQY3R-a2,,An absolute classic and its perfect for the spring,musician/band,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DIzzQY3R-a2/?igsh=dmtkM212YXI0MjMz,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/c7ca07cdf9aeec1a5104cfbad08143d5042c0665.jpg
ig-DNY9aehzMOm,,Nothing changed,musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DNY9aehzMOm/?igsh=MXIzcm44ZGc0YTl3ag==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/d0e1ef7400cf35e637c7e3ada2528525b7ad9bec.jpg
ig-DF8sFP5pfl4,what does loving everything about someone sound like,Anything and everything that was behind the camera broke,,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DF8sFP5pfl4/?igsh=bGtxODBqanFsOG8w,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/1157c3e51b346fd09ee64ec9df425c1a0ecfe2e6.jpg
ig-DM5StKzxFLJ,,Toxicity @systemofadown,musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DM5StKzxFLJ/?igsh=MWplZDB3MmJ5bmZqcA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/adf44d6134b0bb4037dd19d09d0a74ab910f4a10.jpg
ig-DJ3CCjEzO18,,I play Hotel California Intro with my tootbrushes &,musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DJ3CCjEzO18/?igsh=czR6emU0cHl2ZGh0,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/1df58c34559135598bba1af511a4cc091ffb19a4.jpg
ig-DNUD_73ulSZ,"If ""Iris"" by Goo Goo Dolls had a guitar solo","One of the best songs ever, and its also",musician/band,"vibes, transition hook, performance, educational",https://www.instagram.com/reel/DNUD_73ulSZ/?igsh=bndjdG01eGdhcGF3,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/423b0297ee215ddd6c70ea7e825afb11ee96f2be.jpg
ig-DItRn87t1k2,,Can I just say... Im a massive fan@jcrudess @dreamtheaterofficial,musician/band,"performance, vibes, relatable, educational",https://www.instagram.com/reel/DItRn87t1k2/?igsh=ZG9xaWdicXA1ZzIx,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/4c6e759f28eae86f821878592bc6d5244824a1a5.jpg
ig-DIv3Q6tvjBk,,Ibanez vs. YAMAHA vs. Gretsch vs. Rozeo,musician/band,"vibes, performance, relatable",https://www.instagram.com/reel/DIv3Q6tvjBk/?igsh=YTBxdTE4aHB0anJr,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b67cf189b9ab1fabc1c9eecb1523bdd25cdcd65a.jpg
ig-DKddvcnIlbm,,bad habit - steve lacy some sweet shows comin,musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DKddvcnIlbm/?igsh=cnQwbTZ2ZzY5Zzh0,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/157dc7141e1143c86ae9aa242327b4c53d036ea1.jpg
ig-DHZJ0wGx4Bd,Cuando intentas cantar esa parte de la cancion y golpeas una nota inesperada,The notes just did not stop getting higher lol,vocalist/rapper,"performance, vibes, transition hook",https://www.instagram.com/reel/DHZJ0wGx4Bd/?igsh=MWdkNGF1YzM0MWZpbQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/4ee1cacc461a18f1dd5c4a8df498f343b6160ce7.jpg
ig-DNwi0wmXrRW,,Vibes · Performance · Storytelling,musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DNwi0wmXrRW/?igsh=MTBkcG9tcHc5M2Fseg==,,
ig-DKM8aX3phmh,,NEW Choreography by @badalee__ @projectlee_dance,bailarines,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DKM8aX3phmh/?igsh=MXFuZWhlbGg4MGpkYQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/5f6ccfdbe45afb8b24d9d7bf73912258ecb1cc56.jpg
ig-DH_MarPPQcD,,Drop one word that comes to mind when you,musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DH_MarPPQcD/?igsh=aDNtZnp1ajlmYzdp,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/ab01e427e330f2dd2bf060fbe9989478034353e6.jpg
ig-DOZ_d4cEWUd,,Finally got in the stu with @_jellow Choreo: @_jellow,bailarines,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DOZ_d4cEWUd/?igsh=MTBza2k4azhpdTJoZA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/cae4d75a8ffc352ebbfe6fe61203525bcd6f736e.jpg
ig-DM7_srFSmuK,,schecter sunvalley !!~~,musician/band,"vibes, performance, about me, storytelling",https://www.instagram.com/reel/DM7_srFSmuK/?igsh=Z24xNWo1endpazhn,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/6e52f83c770fb0d838764dff4a6cdf0af2d63812.jpg
ig-DKzbbS0NQTR,Acoustic vs Electric,Electric vs Acoustic What version do you like the,musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DKzbbS0NQTR/?igsh=MWQzaHd1aTAwOXJsYg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/1e76e555d82a3b6c89e272267184076a3dd44a21.jpg
ig-DHcAUiQuMgc,,slidecancel by @carlosjrvl @cordobaguitars fusion 12 white sands,musician/band,"vibes, performance, relatable",https://www.instagram.com/reel/DHcAUiQuMgc/?igsh=MWk0a3pycnZtbHI5ag==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/85831ac9c9fc006cbf6d4b68b827c8d17a0000ae.jpg
ig-DLFrdoYAOOQ,,more venetian snares!,musician/band,"vibes, performance, storytelling",https://www.instagram.com/reel/DLFrdoYAOOQ/?igsh=MW1scmlkMXY5MmNhZg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/2a986b513d88e5a2fdb879ceb51360eb0835407e.jpg
ig-DITkp3Az_6y,,''. 2017 EP [Metropole] . 'Velours' . . .,musician/band,"performance, vibes, storytelling",https://www.instagram.com/reel/DITkp3Az_6y/?igsh=MXRvazR4Ymc4eXFoZQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/238b6923b1926c7da51446fe7e24a600e35c29c6.jpg
ig-DJ7ifhqThSr,,Change the World by Eric Clapton,musician/band,"performance, vibes, storytelling",https://www.instagram.com/reel/DJ7ifhqThSr/?igsh=MTI0YzF0ZWx2d3ExMw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/123c8b2b5dc9d6ce13dae616d7dade4ca3ac9ce7.jpg
ig-DHcw4Mrt8Sy,,I waited for the official mv hehehe GO STREAM,bailarines,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DHcw4Mrt8Sy/?igsh=MWM1cHduNmVxNHdlZA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/348626cdeaf62f68ee1097bc667a9b8d1899dc4e.jpg
ig-DNl2SKpvoxM,,Performance · Educational · Storytelling · Transition Hook,vocalist/rapper,"performance, educational, storytelling, transition hook",https://www.instagram.com/reel/DNl2SKpvoxM/?igsh=MXZzZ2d3dXZoeG1x,,
ig-DI4TbQGAxv5,something new I composed,Complete the sentence: This is how __ feels. .,musician/band,"performance, vibes, storytelling",https://www.instagram.com/reel/DI4TbQGAxv5/?igsh=MW90cGIwM3J1Y284OQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/cbf08cf48efa600fd5d9b9d165ae275bd04b3970.jpg
ig-DKfpGjUBEVJ,,i luh that u a rida bae,,"vibes, performance",https://www.instagram.com/reel/DKfpGjUBEVJ/?igsh=NmN4bXZtb255ZmZ5,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/824939d6ef95870b7fdca78c0acdf6fdaf37fdc2.jpg
ig-DHYQjFMMJ9A,,Full video is on YouTube Available on streaming platforms,vocalist/rapper,"performance, transition hook, relatable, vibes",https://www.instagram.com/reel/DHYQjFMMJ9A/?igsh=OTB1ZmJvcWg3YWNs,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/5432c2b3eaf4f173cc39a9d46b5ec38ad41d28f2.jpg
ig-DOZP4LPkklg,Sidequest caught faking their trailer set?,I knew it was AI,dj's,"performance, educational, vibes, transition hook",https://www.instagram.com/reel/DOZP4LPkklg/?igsh=MWczOXc3M3ppcjVhdg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/23237b5793004fea66c100b829029d0125476d55.jpg
ig-DMJPHqJhjEO,,in honor of these beautiful kids finally performing this,bailarines,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DMJPHqJhjEO/?igsh=MWUzYTNjY2wxMmI2aQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/73a8210dbcf34b0af2f4fbec2be7f1ba0ff9b75d.jpg
